Unique ID,Property URL,Property type,Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Street address,City,Zip,State,Country,AC,Address,Match,Exact,Formatted Address,Coordinates,N,LR
752,https://www.zillow.com/apartments/phoenix-az/urban-148-apartments/Bpz8Gx/,Building,,,,,,,1609 W  Glendale Ave,Phoenix,85015,AZ,USA,0.0,"1609 W  Glendale Ave, Phoenix, AZ, 85015",Match,Non_Exact,"1609 W GLENDALE AVE, PHOENIX, AZ, 85021","-112.09319866740901,33.53847835703715",639300330.0,L
753,https://www.zillow.com/apartments/phoenix-az/mandarina-apartments/5XhyVw/,Building,,,,,,,5402 E  Washington St,Phoenix,85034,AZ,USA,1.0,"5402 E  Washington St, Phoenix, AZ, 85034",Match,Exact,"5402 E WASHINGTON ST, PHOENIX, AZ, 85034","-111.965329113996,33.445870047191534",612450599.0,L
754,https://www.zillow.com/apartments/phoenix-az/san-melia/5XhyW5/,Building,,,,,,,14435 S  48th St,Phoenix,85044,AZ,USA,1.0,"14435 S  48th St, Phoenix, AZ, 85044",Match,Exact,"14435 S 48TH ST, PHOENIX, AZ, 85044","-111.98032864171705,33.31374398325431",128947618.0,L
755,https://www.zillow.com/apartments/phoenix-az/arcadia-flats/9TVGT9/,Apartment,1460.0,940.0,sqft,1.55,2.0,2.0,3101 N 36th St,Phoenix,85018,AZ,USA,0.0,"3101 N 36th St, Phoenix, AZ, 85018",Match,Exact,"3101 N 36TH ST, PHOENIX, AZ, 85018","-112.0041282956247,33.484192170095525",128219781.0,R
756,https://www.zillow.com/homedetails/Phoenix-AZ-85013/2068376340_zpid/,Apartment,1465.0,925.0,sqft,1.58,1.0,1.0,,Phoenix,85013,AZ,USA,1.0,", Phoenix, AZ, 85013",No_Match,,,,,
757,https://www.zillow.com/apartments/phoenix-az/citi-on-camelback/5XhyMZ/,Building,,,,,,,909 E  Camelback Rd Unit 2118,Phoenix,85014,AZ,USA,1.0,"909 E  Camelback Rd Unit 2118, Phoenix, AZ, 85014",Match,Exact,"909 E CAMELBACK RD, PHOENIX, AZ, 85014","-112.0617804958568,33.50916957830924",128208880.0,R
758,https://www.zillow.com/apartments/phoenix-az/cala-paradise-valley/9hJr92/,Building,,,,,,,12211 N  Paradise Village Pkwy,Phoenix,85032,AZ,USA,0.0,"12211 N  Paradise Village Pkwy, Phoenix, AZ, 85032",Match,Non_Exact,"12211 N PARADISE VILLAGE PKWY W, PHOENIX, AZ, 85032","-111.98586553634323,33.59705047477286",642858806.0,R
759,https://www.zillow.com/homedetails/8824-N-8th-St-UNIT-101-Phoenix-AZ-85020/2083082274_zpid/,Apartment,1465.0,902.0,sqft,1.62,2.0,2.0,8824 N 8th St,Phoenix,85020,AZ,USA,1.0,"8824 N 8th St, Phoenix, AZ, 85020",Match,Exact,"8824 N 8TH ST, PHOENIX, AZ, 85020","-112.06360750044621,33.56505979224602",128206777.0,R
760,https://www.zillow.com/apartments/phoenix-az/ascend-at-black-canyon/BRBb6Y/,Building,,,,,,,28201 N  Black Canyon Hwy,Phoenix,85085,AZ,USA,0.0,"28201 N  Black Canyon Hwy, Phoenix, AZ, 85085",Match,Exact,"28201 N BLACK CANYON HWY, PHOENIX, AZ, 85085","-112.12372719508141,33.744755287605244",128422882.0,L
761,https://www.zillow.com/apartments/phoenix-az/morningside-pointe/9TV9Lx/,Apartment,1470.0,725.0,sqft,2.03,2.0,1.0,4238 N 17th St,Phoenix,85016,AZ,USA,1.0,"4238 N 17th St, Phoenix, AZ, 85016",Match,Exact,"4238 N 17TH ST, PHOENIX, AZ, 85016","-112.04549599266556,33.4972524225729",128209649.0,L
762,https://www.zillow.com/homedetails/16635-N-Cave-Creek-Rd-UNIT-215-Phoenix-AZ-85032/8005401_zpid/,Apartment,1475.0,1134.0,sqft,1.3,2.0,2.0,16635 N Cave Creek Rd,Phoenix,85032,AZ,USA,0.0,"16635 N Cave Creek Rd, Phoenix, AZ, 85032",Match,Exact,"16635 N CAVE CREEK RD, PHOENIX, AZ, 85032","-112.0307321566774,33.63786612330938",128828232.0,R
763,https://www.zillow.com/homedetails/1525-W-Osborn-Rd-6-Phoenix-AZ-85015/2077692099_zpid/,Apartment,1475.0,770.0,sqft,1.92,2.0,2.0,1525 W Osborn Rd,Phoenix,85015,AZ,USA,0.0,"1525 W Osborn Rd, Phoenix, AZ, 85015",Match,Exact,"1525 W OSBORN RD, PHOENIX, AZ, 85015","-112.09191920938167,33.48771358281181",128206071.0,L
764,https://www.zillow.com/homedetails/1146-W-Apache-St-APT-2-Phoenix-AZ-85007/2079453057_zpid/,Apartment,1475.0,650.0,sqft,2.27,2.0,1.0,1146 W Apache St,Phoenix,85007,AZ,USA,1.0,"1146 W Apache St, Phoenix, AZ, 85007",Match,Exact,"1146 W APACHE ST, PHOENIX, AZ, 85007","-112.0873631888116,33.430408181785026",128212416.0,R
765,https://www.zillow.com/apartments/phoenix-az/the-trend-at-51/65XVfL/,Building,,,,,,,1615 E  Georgia Ave,Phoenix,85016,AZ,USA,1.0,"1615 E  Georgia Ave, Phoenix, AZ, 85016",Match,Exact,"1615 E GEORGIA AVE, PHOENIX, AZ, 85016","-112.04722458901551,33.514607378273695",128209299.0,R
